S/N,Date,Branch,Pizza Sold,Price,Quantity,Sales Discount,Time,Time Range
3159,2022-04-22,Italy,Chicken Feast,2000,1,0.05,09:46:04.800000,After 9:00am
3160,2021-10-25,Italy,BBQ Philly Steak,4000,5,0.1,17:15:21.600000,After 9:00am
3161,2021-05-01,Italy,Hot Pepperoni Feast,4000,3,0.0,10:10:33.600000,After 9:00am
3162,2020-05-12,France,Pepperoni Suya,3000,3,0.07,15:02:52.800000,After 9:00am
3163,2020-02-08,Spain,Pepperoni Suya,3000,3,0.1,09:33:07.200000,After 9:00am
3164,2021-05-17,Germany,Extravaganza,2000,1,0.07,14:21:07.200000,After 9:00am
3165,2020-11-26,France,Meatzaa,2000,2,0.0,17:06:43.200000,After 9:00am
3166,2021-10-12,France,Pepperoni Suya,3000,1,0.07,09:50:24,After 9:00am
3167,2020-11-13,France,Hot Veggie,4000,1,0.05,12:04:19.200000,After 9:00am
3168,2021-09-18,Spain,Pepperoni Feast,4000,4,0.07,17:24:00,After 9:00am
3169,2021-10-15,Spain,Italiano,3000,1,0.03,08:54:14.400000,After 9:00am
3170,2020-03-10,Spain,Pepperoni Suya,3000,3,0.05,13:48:00,After 9:00am
3171,2020-07-27,France,Chicken Suya,4000,3,0.0,08:44:09.600000,After 9:00am
3172,2020-04-15,Italy,Italiano,3000,2,0.0,11:09:36,After 9:00am
3173,2020-06-20,England,Chicken Legend,2000,2,0.0,15:46:04.800000,After 9:00am
3174,2022-03-02,Italy,Chicken Feast,2000,1,0.03,13:10:33.600000,After 9:00am
3175,2022-04-11,France,Pepperoni Suya,3000,2,0.03,17:38:24,After 9:00am
3176,2021-12-23,Spain,Hot Veggie,4000,5,0.1,13:03:21.600000,After 9:00am
3177,2020-02-24,England,Meatzaa,2000,5,0.05,17:03:50.400000,After 9:00am
3178,2020-05-13,Germany,Margarita,4000,4,0.03,12:53:16.800000,After 9:00am
3179,2021-12-18,Spain,Margarita,4000,5,0.0,14:58:33.600000,After 9:00am
3180,2021-07-07,Italy,Pepperoni Feast,4000,1,0.05,17:21:07.200000,After 9:00am
3181,2020-09-18,France,Extravaganza,2000,5,0.03,10:45:07.200000,After 9:00am
3182,2021-09-22,England,Meatzaa,2000,3,0.05,17:11:02.400000,After 9:00am
3183,2020-07-17,France,BBQ Chicken,4000,4,0.07,12:01:26.400000,After 9:00am
3184,2021-04-27,Germany,Margarita,4000,2,0.07,16:43:40.800000,After 9:00am
3185,2020-03-01,Germany,Pepperoni Suya,3000,5,0.1,14:39:50.400000,After 9:00am
3186,2021-04-24,France,BBQ Chicken,4000,3,0.0,17:31:12,After 9:00am
3187,2021-10-20,England,Chicken Legend,2000,4,0.0,15:17:16.800000,After 9:00am
3188,2022-02-20,Italy,Hot Veggie,4000,1,0.05,08:06:43.200000,After 9:00am
3189,2021-10-04,England,Beef Suya,3000,5,0.03,16:17:45.600000,After 9:00am
3190,2020-03-06,Italy,Chicken Bali,2000,1,0.03,12:28:48,After 9:00am
3191,2020-07-09,Germany,Chicken Bali,2000,2,0.05,13:17:45.600000,After 9:00am
3192,2022-04-15,Italy,Chicken Bali,2000,5,0.07,17:51:21.600000,After 9:00am
3193,2022-03-10,Spain,Chicken Suya,4000,4,0.0,15:41:45.600000,After 9:00am
3194,2020-09-21,Italy,Beef Suya,3000,1,0.0,12:20:09.600000,After 9:00am
3195,2021-12-06,Italy,Chicken Feast,2000,3,0.05,16:30:43.200000,After 9:00am
3196,2021-05-13,France,Pepperoni Feast,4000,1,0.03,17:05:16.800000,After 9:00am
3197,2021-06-03,Spain,Veggie Supreme,3000,3,0.07,17:25:26.400000,After 9:00am
3198,2021-12-24,England,Italiano,3000,5,0.0,12:56:09.600000,After 9:00am
3199,2021-02-24,England,Veggie Supreme,3000,1,0.05,12:56:09.600000,After 9:00am
3200,2020-05-27,Germany,Chicken Legend,2000,5,0.03,09:02:52.800000,After 9:00am
3201,2020-01-11,Spain,Italiano,3000,3,0.0,16:56:38.400000,After 9:00am
3202,2020-06-27,Italy,Italiano,3000,2,0.05,12:40:19.200000,After 9:00am
3203,2021-04-09,Germany,Beef Suya,3000,5,0.1,17:49:55.200000,After 9:00am
3204,2021-09-26,France,Extravaganza,2000,2,0.07,12:59:02.400000,After 9:00am
3205,2020-08-01,France,Beef Suya,3000,5,0.03,15:12:57.600000,After 9:00am
3206,2022-02-15,France,Extravaganza,2000,4,0.07,14:12:28.800000,After 9:00am
3207,2021-01-31,Spain,Italiano,3000,2,0.0,08:11:02.400000,After 9:00am
3208,2022-04-27,Germany,Italiano,3000,3,0.0,17:52:48,After 9:00am
3209,2020-03-02,France,Veggie Supreme,3000,3,0.05,12:48:57.600000,After 9:00am
3210,2021-03-18,Spain,Veggie Supreme,3000,1,0.03,11:55:40.800000,After 9:00am
3211,2020-01-12,France,Pepperoni Feast,4000,3,0.05,16:13:26.400000,After 9:00am
3212,2021-12-13,England,Hot Veggie,4000,3,0.05,10:29:16.800000,After 9:00am
3213,2022-02-28,Spain,Veggie Supreme,3000,5,0.05,10:23:31.200000,After 9:00am
3214,2021-12-01,Germany,Italiano,3000,2,0.07,15:17:16.800000,After 9:00am
3215,2022-02-17,France,Italiano,3000,1,0.03,16:33:36,After 9:00am
3216,2022-02-03,Italy,Veggie Supreme,3000,1,0.1,12:05:45.600000,After 9:00am
3217,2021-09-17,Spain,Hot Pepperoni Feast,4000,2,0.0,08:09:36,After 9:00am
3218,2022-03-04,France,Hot Pepperoni Feast,4000,2,0.03,14:44:09.600000,After 9:00am
3219,2022-06-23,Germany,Pepperoni Feast,4000,2,0.1,10:35:02.400000,After 9:00am
3220,2021-02-22,Italy,Veggie Supreme,3000,3,0.05,08:25:26.400000,After 9:00am
3221,2021-09-22,England,Pepperoni Suya,3000,1,0.1,10:53:45.600000,After 9:00am
3222,2022-03-15,France,Pepperoni Suya,3000,3,0.1,08:36:57.600000,After 9:00am
3223,2021-06-27,Spain,Italiano,3000,4,0.0,14:31:12,After 9:00am
3224,2020-01-18,Spain,Chicken Legend,2000,4,0.05,15:36:00,After 9:00am
3225,2022-02-17,England,Chicken Suya,4000,2,0.05,17:58:33.600000,After 9:00am
3226,2020-02-26,Germany,Pepperoni Suya,3000,5,0.0,11:51:21.600000,After 9:00am
3227,2021-07-05,Italy,Chicken Legend,2000,3,0.05,11:39:50.400000,After 9:00am
3228,2021-07-09,Spain,Meatzaa,2000,2,0.0,15:47:31.200000,After 9:00am
3229,2021-08-02,Italy,Chicken Suya,4000,1,0.0,09:27:21.600000,After 9:00am
3230,2020-09-21,Spain,Extravaganza,2000,4,0.1,10:09:07.200000,After 9:00am
3231,2020-08-24,Spain,BBQ Chicken,4000,4,0.07,11:24:00,After 9:00am
3232,2022-04-23,Italy,Chicken Feast,2000,4,0.0,11:55:40.800000,After 9:00am
3233,2022-04-15,Italy,Pepperoni Feast,4000,1,0.05,16:03:21.600000,After 9:00am
3234,2020-02-22,Italy,Chicken Bali,2000,3,0.0,09:21:36,After 9:00am
3235,2021-09-22,England,Chicken Feast,2000,1,0.03,10:14:52.800000,After 9:00am
3236,2021-02-12,Spain,Pepperoni Suya,3000,2,0.1,16:35:02.400000,After 9:00am
3237,2020-06-27,England,Chicken Suya,4000,1,0.0,13:43:40.800000,After 9:00am
3238,2022-05-25,France,Margarita,4000,2,0.05,08:29:45.600000,After 9:00am
3239,2021-03-28,England,Pepperoni Suya,3000,5,0.05,13:56:38.400000,After 9:00am
3240,2022-06-09,France,Italiano,3000,5,0.07,09:23:02.400000,After 9:00am
3241,2021-06-26,England,BBQ Chicken,4000,5,0.0,16:10:33.600000,After 9:00am
3242,2021-03-09,Germany,Chicken Bali,2000,4,0.05,10:06:14.400000,After 9:00am
3243,2021-04-26,England,Veggie Supreme,3000,3,0.03,14:39:50.400000,After 9:00am
3244,2020-11-28,Germany,Extravaganza,2000,3,0.03,12:48:57.600000,After 9:00am
3245,2020-04-09,Spain,Extravaganza,2000,4,0.05,08:47:02.400000,After 9:00am
3246,2022-01-27,England,Pepperoni Suya,3000,1,0.1,11:25:26.400000,After 9:00am
3247,2020-08-16,France,Hot Pepperoni Feast,4000,2,0.0,13:23:31.200000,After 9:00am
3248,2021-06-15,England,Chicken Suya,4000,4,0.07,11:24:00,After 9:00am
3249,2021-12-22,England,Margarita,4000,4,0.0,13:12:00,After 9:00am
3250,2022-02-25,Germany,Beef Suya,3000,4,0.05,11:54:14.400000,After 9:00am
3251,2020-03-12,Spain,Extravaganza,2000,2,0.03,14:31:12,After 9:00am
3252,2021-09-27,France,Pepperoni Suya,3000,5,0.1,12:56:09.600000,After 9:00am
3253,2021-05-26,Spain,BBQ Philly Steak,4000,5,0.0,08:47:02.400000,After 9:00am
3254,2021-04-27,France,Pepperoni Suya,3000,2,0.0,14:47:02.400000,After 9:00am
3255,2020-09-17,Italy,Chicken Suya,4000,1,0.07,15:27:21.600000,After 9:00am
3256,2020-11-11,England,Hot Veggie,4000,4,0.05,13:19:12,After 9:00am
3257,2022-05-20,Germany,Pepperoni Suya,3000,2,0.07,16:01:55.200000,After 9:00am
3258,2020-03-27,England,Hot Veggie,4000,3,0.0,10:06:14.400000,After 9:00am
3259,2020-05-05,Germany,Chicken Suya,4000,3,0.03,12:36:00,After 9:00am
3260,2021-01-27,England,Hot Veggie,4000,1,0.0,13:33:36,After 9:00am
3261,2021-01-17,Germany,Chicken Legend,2000,4,0.05,13:27:50.400000,After 9:00am
3262,2022-01-07,France,Chicken Feast,2000,5,0.0,11:47:02.400000,After 9:00am
3263,2021-06-13,England,Meatzaa,2000,4,0.0,08:48:28.800000,After 9:00am
3264,2020-11-24,Italy,Beef Suya,3000,5,0.05,14:26:52.800000,After 9:00am
3265,2020-06-10,France,Hot Veggie,4000,1,0.07,08:31:12,After 9:00am
3266,2020-05-21,France,BBQ Philly Steak,4000,2,0.0,15:04:19.200000,After 9:00am
3267,2020-06-13,France,BBQ Chicken,4000,5,0.03,16:53:45.600000,After 9:00am
3268,2021-11-07,Italy,Chicken Bali,2000,4,0.0,10:49:26.400000,After 9:00am
3269,2021-04-05,Germany,Chicken Legend,2000,1,0.05,12:48:57.600000,After 9:00am
3270,2020-08-04,France,Pepperoni Feast,4000,1,0.03,15:50:24,After 9:00am
3271,2022-03-05,Germany,Chicken Feast,2000,4,0.05,15:38:52.800000,After 9:00am
3272,2020-03-06,France,Pepperoni Suya,3000,1,0.1,14:22:33.600000,After 9:00am
3273,2021-06-03,Italy,Chicken Bali,2000,1,0.1,08:47:02.400000,After 9:00am
3274,2022-06-13,England,Beef Suya,3000,4,0.05,14:16:48,After 9:00am
3275,2021-01-31,Italy,Italiano,3000,5,0.05,10:33:36,After 9:00am
3276,2022-01-16,Italy,Chicken Suya,4000,2,0.03,10:00:28.800000,After 9:00am
3277,2021-12-31,Germany,Chicken Suya,4000,5,0.03,10:40:48,After 9:00am
3278,2020-02-12,Spain,Hot Veggie,4000,4,0.0,16:48:00,After 9:00am
3279,2022-03-06,Italy,Pepperoni Suya,3000,5,0.07,13:37:55.200000,After 9:00am
3280,2021-03-26,France,Meatzaa,2000,5,0.1,08:57:07.200000,After 9:00am
3281,2020-03-24,Germany,Meatzaa,2000,3,0.05,16:48:00,After 9:00am
3282,2020-03-23,Italy,Chicken Bali,2000,3,0.1,17:02:24,After 9:00am
3283,2021-04-16,Germany,Italiano,3000,4,0.05,08:25:26.400000,After 9:00am
3284,2022-02-23,France,Veggie Supreme,3000,1,0.05,12:24:28.800000,After 9:00am
3285,2021-05-24,Germany,Chicken Feast,2000,4,0.03,14:16:48,After 9:00am
3286,2021-10-03,Italy,Chicken Feast,2000,3,0.07,11:15:21.600000,After 9:00am
3287,2020-07-27,France,Chicken Bali,2000,3,0.1,16:42:14.400000,After 9:00am
3288,2020-08-16,Spain,Beef Suya,3000,2,0.05,17:32:38.400000,After 9:00am
3289,2020-09-05,England,Extravaganza,2000,5,0.03,09:44:38.400000,After 9:00am
3290,2021-10-25,Germany,Chicken Bali,2000,5,0.0,15:43:12,After 9:00am
3291,2021-08-29,France,Margarita,4000,5,0.03,16:53:45.600000,After 9:00am
3292,2021-08-05,France,Chicken Legend,2000,3,0.03,17:12:28.800000,After 9:00am
3293,2021-12-16,Spain,Veggie Supreme,3000,3,0.05,08:26:52.800000,After 9:00am
3294,2020-05-27,France,Veggie Supreme,3000,5,0.05,09:38:52.800000,After 9:00am
3295,2020-09-21,Spain,Veggie Supreme,3000,5,0.05,14:02:24,After 9:00am
3296,2021-10-05,Italy,Hot Pepperoni Feast,4000,3,0.03,10:48:00,After 9:00am
3297,2020-01-31,Spain,Margarita,4000,3,0.05,12:54:43.200000,After 9:00am
3298,2020-09-10,England,Chicken Bali,2000,5,0.0,13:03:21.600000,After 9:00am
3299,2020-09-27,France,Chicken Feast,2000,5,0.05,11:21:07.200000,After 9:00am
3300,2020-01-25,England,Chicken Bali,2000,1,0.03,08:39:50.400000,After 9:00am
3301,2022-02-06,England,Margarita,4000,2,0.03,10:40:48,After 9:00am
3302,2020-05-26,France,Chicken Feast,2000,5,0.05,17:55:40.800000,After 9:00am
3303,2021-11-15,England,Pepperoni Feast,4000,1,0.0,11:26:52.800000,After 9:00am
3304,2022-05-28,Spain,Hot Veggie,4000,5,0.1,09:33:07.200000,After 9:00am
3305,2021-04-30,England,Chicken Legend,2000,1,0.0,12:43:12,After 9:00am
3306,2021-04-04,France,Pepperoni Suya,3000,1,0.0,15:02:52.800000,After 9:00am
3307,2020-07-16,Italy,Chicken Legend,2000,1,0.0,09:04:19.200000,After 9:00am
3308,2021-07-08,Spain,Chicken Bali,2000,3,0.05,11:03:50.400000,After 9:00am
3309,2022-03-09,Germany,BBQ Philly Steak,4000,4,0.0,09:21:36,After 9:00am
3310,2021-10-16,Germany,Italiano,3000,2,0.05,12:10:04.800000,After 9:00am
3311,2020-09-23,Italy,Veggie Supreme,3000,5,0.0,10:16:19.200000,After 9:00am
3312,2022-01-21,France,BBQ Philly Steak,4000,5,0.0,13:07:40.800000,After 9:00am
3313,2021-09-30,France,Chicken Feast,2000,3,0.1,11:29:45.600000,After 9:00am
3314,2021-07-27,Spain,Margarita,4000,4,0.07,15:17:16.800000,After 9:00am
3315,2021-03-23,France,Chicken Bali,2000,1,0.07,10:36:28.800000,After 9:00am
3316,2020-08-02,Italy,Beef Suya,3000,4,0.0,16:55:12,After 9:00am
3317,2020-08-28,England,Italiano,3000,1,0.07,10:56:38.400000,After 9:00am
3318,2020-12-24,England,Pepperoni Feast,4000,5,0.05,13:10:33.600000,After 9:00am
3319,2021-04-29,Germany,Italiano,3000,5,0.05,12:30:14.400000,After 9:00am
3320,2021-01-08,Spain,Pepperoni Feast,4000,5,0.05,12:31:40.800000,After 9:00am
3321,2021-10-08,Italy,Chicken Feast,2000,1,0.05,16:45:07.200000,After 9:00am
3322,2020-12-07,Spain,Extravaganza,2000,3,0.1,08:21:07.200000,After 9:00am
3323,2021-02-20,Germany,Chicken Bali,2000,1,0.1,14:09:36,After 9:00am
3324,2020-12-01,France,Extravaganza,2000,1,0.03,09:27:21.600000,After 9:00am
3325,2020-06-06,France,Meatzaa,2000,4,0.05,08:13:55.200000,After 9:00am
3326,2021-03-29,Germany,Hot Veggie,4000,1,0.05,12:51:50.400000,After 9:00am
3327,2022-03-05,Spain,Chicken Suya,4000,2,0.03,15:17:16.800000,After 9:00am
3328,2021-09-22,France,Beef Suya,3000,4,0.0,08:18:14.400000,After 9:00am
3329,2020-05-28,England,Hot Pepperoni Feast,4000,2,0.03,11:32:38.400000,After 9:00am
3330,2020-09-11,Germany,Hot Veggie,4000,1,0.0,16:49:26.400000,After 9:00am
3331,2021-03-17,Germany,BBQ Chicken,4000,4,0.05,10:10:33.600000,After 9:00am
3332,2020-11-13,Italy,Margarita,4000,4,0.05,12:34:33.600000,After 9:00am
3333,2020-09-03,Germany,Hot Pepperoni Feast,4000,1,0.03,16:12:00,After 9:00am
3334,2021-05-10,France,Hot Veggie,4000,1,0.0,15:15:50.400000,After 9:00am
3335,2020-03-07,France,Italiano,3000,4,0.0,12:28:48,After 9:00am
3336,2021-10-22,Spain,Margarita,4000,1,0.1,09:44:38.400000,After 9:00am
3337,2020-12-24,Germany,Beef Suya,3000,5,0.0,08:36:57.600000,After 9:00am
3338,2022-05-16,England,BBQ Philly Steak,4000,4,0.05,09:20:09.600000,After 9:00am
3339,2021-05-23,Germany,Pepperoni Feast,4000,2,0.1,10:26:24,After 9:00am
3340,2020-04-07,England,Veggie Supreme,3000,1,0.03,09:31:40.800000,After 9:00am
3341,2021-03-27,England,Veggie Supreme,3000,2,0.0,16:55:12,After 9:00am
3342,2020-01-04,England,BBQ Chicken,4000,3,0.05,14:02:24,After 9:00am
3343,2021-10-26,Spain,Chicken Legend,2000,3,0.03,16:36:28.800000,After 9:00am
3344,2022-01-19,Spain,Chicken Bali,2000,4,0.05,10:20:38.400000,After 9:00am
3345,2020-06-23,Italy,Chicken Bali,2000,3,0.05,09:04:19.200000,After 9:00am
3346,2020-08-30,Germany,Extravaganza,2000,1,0.05,17:06:43.200000,After 9:00am
3347,2020-10-22,England,Margarita,4000,4,0.05,15:34:33.600000,After 9:00am
3348,2021-03-28,England,Chicken Feast,2000,4,0.0,16:42:14.400000,After 9:00am
3349,2020-07-17,Spain,Hot Veggie,4000,5,0.03,17:38:24,After 9:00am
3350,2021-01-26,Italy,Meatzaa,2000,2,0.07,10:27:50.400000,After 9:00am
3351,2021-12-20,Germany,Beef Suya,3000,3,0.05,15:25:55.200000,After 9:00am
3352,2020-10-25,Spain,Chicken Bali,2000,2,0.03,16:52:19.200000,After 9:00am
3353,2021-12-09,Spain,BBQ Philly Steak,4000,1,0.0,13:30:43.200000,After 9:00am
3354,2020-12-31,Germany,Extravaganza,2000,5,0.03,11:05:16.800000,After 9:00am
3355,2020-06-09,Spain,Beef Suya,3000,5,0.03,08:15:21.600000,After 9:00am
3356,2021-07-18,France,Hot Veggie,4000,4,0.03,14:55:40.800000,After 9:00am
3357,2021-03-31,England,Chicken Legend,2000,3,0.05,13:10:33.600000,After 9:00am
3358,2021-07-09,Spain,Chicken Bali,2000,1,0.0,09:54:43.200000,After 9:00am
3359,2021-03-02,Italy,BBQ Philly Steak,4000,3,0.05,09:59:02.400000,After 9:00am
3360,2020-10-19,Germany,Beef Suya,3000,4,0.05,11:05:16.800000,After 9:00am
3361,2022-06-02,Germany,Beef Suya,3000,4,0.03,16:30:43.200000,After 9:00am
3362,2020-01-20,Spain,BBQ Chicken,4000,5,0.0,15:18:43.200000,After 9:00am
3363,2022-05-05,France,Chicken Bali,2000,4,0.0,15:44:38.400000,After 9:00am
3364,2020-04-16,Italy,Meatzaa,2000,3,0.05,11:22:33.600000,After 9:00am
3365,2022-04-13,France,Margarita,4000,4,0.05,16:32:09.600000,After 9:00am
3366,2020-03-17,Germany,Chicken Feast,2000,1,0.03,11:54:14.400000,After 9:00am
3367,2020-08-03,France,Chicken Bali,2000,2,0.0,16:45:07.200000,After 9:00am
3368,2020-10-03,France,BBQ Chicken,4000,3,0.07,16:56:38.400000,After 9:00am
3369,2021-11-17,England,Meatzaa,2000,1,0.0,12:12:57.600000,After 9:00am
3370,2020-05-07,Germany,Extravaganza,2000,4,0.07,12:21:36,After 9:00am
3371,2020-08-19,England,Margarita,4000,5,0.05,12:15:50.400000,After 9:00am
3372,2020-01-08,Germany,Chicken Feast,2000,2,0.0,13:17:45.600000,After 9:00am
3373,2020-07-14,Germany,Veggie Supreme,3000,1,0.0,13:40:48,After 9:00am
3374,2020-09-26,France,Italiano,3000,2,0.03,16:29:16.800000,After 9:00am
3375,2020-04-25,Italy,Hot Pepperoni Feast,4000,4,0.0,17:35:31.200000,After 9:00am
3376,2021-07-03,France,Pepperoni Suya,3000,4,0.05,13:19:12,After 9:00am
3377,2022-01-18,Italy,Hot Veggie,4000,2,0.05,08:12:28.800000,After 9:00am
3378,2020-12-25,Italy,Pepperoni Feast,4000,1,0.03,17:39:50.400000,After 9:00am
3379,2021-12-19,France,Chicken Feast,2000,2,0.0,10:42:14.400000,After 9:00am
3380,2022-05-16,Spain,Chicken Feast,2000,3,0.03,14:29:45.600000,After 9:00am
3381,2022-01-05,England,Veggie Supreme,3000,2,0.05,13:12:00,After 9:00am
3382,2021-08-18,Germany,Beef Suya,3000,4,0.07,16:32:09.600000,After 9:00am
3383,2020-12-18,Spain,Chicken Suya,4000,2,0.05,16:16:19.200000,After 9:00am
3384,2020-03-16,Germany,Hot Pepperoni Feast,4000,1,0.05,14:00:57.600000,After 9:00am
3385,2021-07-03,Germany,Italiano,3000,5,0.05,15:48:57.600000,After 9:00am
3386,2021-03-02,France,Beef Suya,3000,1,0.0,10:23:31.200000,After 9:00am
3387,2020-12-05,Germany,BBQ Philly Steak,4000,3,0.03,17:12:28.800000,After 9:00am
3388,2020-01-07,England,Hot Veggie,4000,3,0.05,15:53:16.800000,After 9:00am
3389,2021-07-28,Spain,Meatzaa,2000,5,0.05,12:51:50.400000,After 9:00am
3390,2021-07-11,Germany,Italiano,3000,5,0.05,14:26:52.800000,After 9:00am
3391,2021-11-20,Italy,BBQ Chicken,4000,4,0.05,14:34:04.800000,After 9:00am
3392,2020-03-22,Germany,Hot Pepperoni Feast,4000,5,0.0,13:45:07.200000,After 9:00am
3393,2021-08-20,England,BBQ Chicken,4000,3,0.1,08:32:38.400000,After 9:00am
3394,2020-04-10,England,Margarita,4000,4,0.0,08:31:12,After 9:00am
3395,2022-05-07,England,Pepperoni Suya,3000,5,0.03,11:42:43.200000,After 9:00am
3396,2021-04-11,Germany,Chicken Suya,4000,2,0.0,12:27:21.600000,After 9:00am
3397,2021-09-30,Spain,Hot Veggie,4000,5,0.07,15:33:07.200000,After 9:00am
3398,2021-02-24,France,Hot Pepperoni Feast,4000,5,0.0,12:02:52.800000,After 9:00am
3399,2020-03-16,England,Hot Veggie,4000,5,0.07,08:31:12,After 9:00am
3400,2022-01-12,England,Meatzaa,2000,2,0.03,13:36:28.800000,After 9:00am
3401,2020-02-14,Italy,BBQ Chicken,4000,5,0.07,10:00:28.800000,After 9:00am
3402,2021-12-05,Italy,Pepperoni Feast,4000,1,0.05,11:19:40.800000,After 9:00am
3403,2021-11-01,England,Hot Veggie,4000,4,0.1,15:24:28.800000,After 9:00am
3404,2022-06-24,Germany,Pepperoni Suya,3000,2,0.1,13:52:19.200000,After 9:00am
3405,2020-03-08,England,Chicken Legend,2000,2,0.0,14:19:40.800000,After 9:00am
3406,2021-11-24,Spain,Hot Veggie,4000,3,0.03,17:03:50.400000,After 9:00am
3407,2021-04-26,France,Hot Pepperoni Feast,4000,5,0.03,11:02:24,After 9:00am
3408,2021-03-23,Italy,Chicken Legend,2000,2,0.0,13:29:16.800000,After 9:00am
3409,2021-07-31,Spain,Pepperoni Feast,4000,1,0.07,16:06:14.400000,After 9:00am
3410,2020-12-06,England,Pepperoni Suya,3000,5,0.03,09:53:16.800000,After 9:00am
3411,2021-04-19,Germany,Margarita,4000,1,0.05,14:32:38.400000,After 9:00am
3412,2021-08-10,France,Pepperoni Suya,3000,1,0.05,15:47:31.200000,After 9:00am
3413,2020-01-12,France,Chicken Legend,2000,3,0.07,13:00:28.800000,After 9:00am
3414,2021-10-28,Germany,BBQ Chicken,4000,2,0.0,15:48:57.600000,After 9:00am
3415,2022-03-15,France,Extravaganza,2000,5,0.0,11:52:48,After 9:00am
3416,2020-02-24,Spain,Italiano,3000,5,0.05,12:57:36,After 9:00am
3417,2020-02-29,Spain,Extravaganza,2000,3,0.0,15:05:45.600000,After 9:00am
3418,2021-01-04,Germany,Pepperoni Feast,4000,1,0.05,13:45:07.200000,After 9:00am
3419,2021-06-10,England,Hot Pepperoni Feast,4000,5,0.0,13:58:04.800000,After 9:00am
3420,2021-09-18,Germany,BBQ Philly Steak,4000,5,0.05,10:56:38.400000,After 9:00am
3421,2022-04-09,France,Chicken Feast,2000,4,0.05,13:20:38.400000,After 9:00am
3422,2020-12-26,Spain,Margarita,4000,3,0.0,10:56:38.400000,After 9:00am
3423,2021-03-02,Italy,Pepperoni Suya,3000,1,0.03,10:55:12,After 9:00am
3424,2020-03-07,England,Margarita,4000,2,0.0,09:07:12,After 9:00am
3425,2021-11-26,England,BBQ Chicken,4000,5,0.0,15:41:45.600000,After 9:00am
3426,2021-05-17,Germany,Italiano,3000,1,0.0,10:37:55.200000,After 9:00am
3427,2022-06-01,Spain,Hot Pepperoni Feast,4000,3,0.03,08:00:57.600000,After 9:00am
3428,2021-02-08,Germany,Beef Suya,3000,3,0.03,16:09:07.200000,After 9:00am
3429,2020-12-22,England,Italiano,3000,3,0.03,11:47:02.400000,After 9:00am
3430,2022-05-21,England,Extravaganza,2000,5,0.05,10:49:26.400000,After 9:00am
3431,2020-10-24,England,Hot Pepperoni Feast,4000,2,0.05,17:12:28.800000,After 9:00am
3432,2021-09-17,Italy,Pepperoni Suya,3000,5,0.1,14:03:50.400000,After 9:00am
3433,2021-12-20,France,Italiano,3000,2,0.07,11:34:04.800000,After 9:00am
3434,2021-06-16,Germany,Chicken Suya,4000,4,0.0,08:31:12,After 9:00am
3435,2020-06-22,Italy,Margarita,4000,5,0.03,08:57:07.200000,After 9:00am
3436,2021-07-01,Italy,Pepperoni Suya,3000,2,0.05,11:02:24,After 9:00am
3437,2020-07-14,Germany,Hot Veggie,4000,5,0.0,16:39:21.600000,After 9:00am
3438,2020-10-02,England,Pepperoni Suya,3000,2,0.0,17:11:02.400000,After 9:00am
3439,2020-05-09,France,Veggie Supreme,3000,3,0.05,09:05:45.600000,After 9:00am
3440,2021-04-13,Germany,Pepperoni Suya,3000,2,0.07,17:31:12,After 9:00am
3441,2020-02-21,Spain,Pepperoni Feast,4000,3,0.1,09:38:52.800000,After 9:00am
3442,2020-03-20,Italy,Pepperoni Suya,3000,4,0.05,11:13:55.200000,After 9:00am
3443,2020-01-18,Germany,Veggie Supreme,3000,2,0.03,17:45:36,After 9:00am
3444,2020-11-01,England,BBQ Philly Steak,4000,4,0.0,09:25:55.200000,After 9:00am
3445,2021-07-02,Spain,Meatzaa,2000,3,0.03,12:44:38.400000,After 9:00am
3446,2021-07-16,Germany,Chicken Bali,2000,5,0.0,15:34:33.600000,After 9:00am
3447,2022-05-21,France,Hot Veggie,4000,1,0.0,11:41:16.800000,After 9:00am
3448,2021-01-15,England,BBQ Chicken,4000,3,0.1,12:23:02.400000,After 9:00am
3449,2021-09-12,England,Meatzaa,2000,5,0.0,15:47:31.200000,After 9:00am
3450,2021-02-15,France,BBQ Philly Steak,4000,1,0.03,11:22:33.600000,After 9:00am
3451,2021-01-16,Italy,Chicken Feast,2000,1,0.03,16:17:45.600000,After 9:00am
3452,2021-09-21,France,Veggie Supreme,3000,5,0.0,17:32:38.400000,After 9:00am
